Provider_Number,Facility_Name,Address,City,State,County,Profit_or_Non_Profit,Chain_Owned,Chain_Organization,No_Dialysis_Stations,Patient_Transfusion_category_text,transfusion_summary,hypercalcemia_summary,Serum_phosphorus_summary,Patient_hospitalization_category_text,Patient_Hospital_Readmission_Category,Patient_Survival_Category_Text,hospitalization_summary,hospital_readmission_summary,survival_summary,Patient_Infection_category_text,Fistula_Category_Text,fistula_summary,long_term_catheter_summary,Npcr_summary,SWR_category_text,PPPW_category_text
12628,DAVITA OPELIKA DIALYSIS CENTER,2340 PEPPERELL PKWY,OPELIKA,AL,LEE,Profit,Yes,DAVITA,10,As Expected,23,30,29,As Expected,As Expected,As Expected,23,22,111,As Expected,As Expected,24,24,0,Not Available,As Expected
12629,DAVITA RENAISSANCE DIALYSIS,1840 DARBY DRIVE,FLORENCE,AL,LAUDERDALE,Profit,Yes,DAVITA,10,As Expected,43,52,58,As Expected,As Expected,As Expected,46,58,137,As Expected,As Expected,57,57,0,Not Available,As Expected
12630,DAVITA WIREGRASS KIDNEY CENTER,1450 ROSS CLARK CIRCLE,DOTHAN,AL,HOUSTON,Profit,Yes,DAVITA,20,As Expected,55,76,80,As Expected,As Expected,As Expected,62,87,268,As Expected,As Expected,80,80,0,As Expected,As Expected
12631,DAVITA GULF SHORES DIALYSIS CENTER,3947 GULF SHORES PARKWAY,GULF SHORES,AL,BALDWIN,Profit,Yes,DAVITA,8,As Expected,22,32,30,As Expected,As Expected,As Expected,24,22,107,As Expected,As Expected,21,21,0,Not Available,As Expected
12632,DAVITA MUSCLE SHOALS DIALYSIS,712 STATE STREET,MUSCLE SHOALS,AL,COLBERT,Profit,Yes,DAVITA,10,Not Available,17,23,24,As Expected,As Expected,As Expected,19,24,63,As Expected,As Expected,24,24,0,Not Available,As Expected
12659,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",9540 PARKWAY E,BIRMINGHAM,AL,JEFFERSON,Profit,Yes,FRESENIUS MEDICAL CARE,13,As Expected,36,56,61,As Expected,As Expected,As Expected,42,55,194,As Expected,As Expected,61,61,0,Not Available,As Expected
12660,"FRESENIUS KIDNEY CARE ATTALLA, LLC",801 GILBERT FERRY RD SE,ATTALLA,AL,ETOWAH,Profit,Yes,FRESENIUS MEDICAL CARE,10,As Expected,34,41,49,As Expected,As Expected,As Expected,38,43,176,As Expected,As Expected,48,48,0,As Expected,As Expected
12661,DAVITA HOKES BLUFF DIALYSIS,300 MEDICAL CENTER DRIVE,GADSDEN,AL,ETOWAH,Profit,Yes,DAVITA,10,As Expected,23,25,29,As Expected,As Expected,As Expected,24,34,100,As Expected,As Expected,30,30,0,Not Available,As Expected
12662,FRESENIUS MEDICAL CARE,114 MITYLENE PARK LANE,MONTGOMERY,AL,MONTGOMERY,Profit,Yes,FRESENIUS MEDICAL CARE,8,As Expected,34,53,53,As Expected,As Expected,As Expected,39,28,108,Not Available,Not Available,10,10,0,Not Available,As Expected
12663,DAVITA PERRY COUNTY DIALYSIS,611 EAST LAFAYETTE STREET,MARION,AL,PERRY,Profit,Yes,DAVITA,10,As Expected,27,37,38,As Expected,As Expected,As Expected,32,31,136,As Expected,As Expected,38,38,0,Not Available,As Expected
12664,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",12401 SKOPELOS RD,GRAND BAY,AL,MOBILE,Profit,Yes,FRESENIUS MEDICAL CARE,27,As Expected,51,79,83,As Expected,As Expected,As Expected,60,50,233,As Expected,As Expected,81,81,1,As Expected,As Expected
12677,"DIALYSIS CLINIC, INC",100 W LAKE PROFESSIONAL PARK,GENEVA,AL,GENEVA,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",10,As Expected,16,25,26,As Expected,Not Available,As Expected,18,8,76,As Expected,As Expected,25,25,0,Not Available,As Expected
12678,"FRESENIUS MEDICAL CARE MCCALLA, LLC",4748 BELL HILL ROAD,BESSEMER,AL,JEFFERSON,Non-Profit,Yes,FRESENIUS MEDICAL CARE,13,As Expected,36,55,58,As Expected,As Expected,As Expected,43,49,141,As Expected,As Expected,58,58,0,As Expected,As Expected
12679,DAVITA WHITE BLUFF DIALYSIS,"505 HIGHWAY 80 W, SUITE F",DEMOPOLIS,AL,MARENGO,Profit,Yes,DAVITA,10,As Expected,36,48,52,As Expected,As Expected,As Expected,42,22,144,As Expected,As Expected,52,52,0,As Expected,As Expected
12680,BIO-MEDICAL APPLICATIONS OF ALABAMA,1012 FRIENDSHIP ROAD,TALLASSEE,AL,ELMORE,Profit,Yes,FRESENIUS MEDICAL CARE,10,As Expected,38,54,56,As Expected,As Expected,As Expected,41,53,151,As Expected,As Expected,55,55,0,Not Available,As Expected
12681,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC",11839 HIGHWAY 231-431 NORTH,MERIDIANVILLE,AL,MADISON,Profit,Yes,FRESENIUS MEDICAL CARE,21,As Expected,48,76,80,As Expected,As Expected,As Expected,64,78,221,As Expected,As Expected,79,79,0,As Expected,As Expected
12682,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.","2017 QUINTARD AVE, SUITE B",ANNISTON,AL,CALHOUN,Profit,Yes,FRESENIUS MEDICAL CARE,10,As Expected,19,35,38,As Expected,As Expected,As Expected,24,21,84,As Expected,Worse than Expected,39,39,0,Not Available,As Expected
12684,"FRESENIUS MEDICAL CARE ALBERTVILLE, LLC",173 BUSINESS PARK DR,ALBERTVILLE,AL,MARSHALL,Profit,Yes,FRESENIUS MEDICAL CARE,20,As Expected,34,53,60,As Expected,As Expected,As Expected,39,42,133,As Expected,As Expected,44,44,0,As Expected,As Expected
12685,DAVITA MODEL CITY HT AT HOME DIALYSIS,1724 LEIGHTON AVE,ANNISTON,AL,CALHOUN,Profit,Yes,DAVITA,3,Not Available,5,10,11,Not Available,Not Available,As Expected,7,2,30,Not Available,Not Available,0,0,0,Not Available,Not Available
12686,"FRESENIUS MEDICAL CARE ANNISTON HOME, LLC","2017 QUINTARD AVENUE, SUITE A",ANNISTON,AL,CALHOUN,Profit,Yes,FRESENIUS MEDICAL CARE,4,As Expected,56,60,66,As Expected,As Expected,As Expected,57,33,137,Not Available,As Expected,11,11,0,Not Available,As Expected
12687,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC","2024 4TH AVE SOUTH, SUITE 100",BIRMINGHAM,AL,JEFFERSON,Profit,Yes,FRESENIUS MEDICAL CARE,10,Not Available,18,29,31,As Expected,As Expected,As Expected,21,20,87,As Expected,As Expected,31,31,0,Not Available,As Expected
12688,"FRESENIUS MEDICAL CARE TRUSSVILLE, LLC",3671 ROOSEVELT BLVD,BIRMINGHAM,AL,JEFFERSON,Profit,Yes,FRESENIUS MEDICAL CARE,20,As Expected,20,38,42,As Expected,As Expected,As Expected,23,20,70,As Expected,As Expected,43,43,0,Not Available,As Expected
12692,BIO MEDICAL APPLICATIONS OF ALABAMA INC,2834 SPRING AVENUE SW,DECATUR,AL,MORGAN,Profit,Yes,FRESENIUS MEDICAL CARE,20,As Expected,33,47,48,As Expected,As Expected,As Expected,39,56,113,As Expected,As Expected,49,49,0,Not Available,As Expected
12666,DAVITA ANNISTON DIALYSIS,1612 NOBLE STREET,ANNISTON,AL,CALHOUN,Profit,Yes,DAVITA,10,Not Available,14,22,23,As Expected,As Expected,As Expected,17,33,70,As Expected,As Expected,24,24,0,Not Available,Worse than Expected
12667,"BIO MEDICAL APPLICATIONS OF ALABAMA, INC.",917 B PLANTATION BLVD,FAIRHOPE,AL,BALDWIN,Profit,Yes,FRESENIUS MEDICAL CARE,5,Not Available,13,32,32,As Expected,Not Available,As Expected,15,4,72,Not Available,As Expected,12,12,0,Not Available,As Expected
12668,DAVITA HENRY COUNTY DIALYSIS,671 OZARK ROAD,ABBEVILLE,AL,HENRY,Profit,Yes,DAVITA,10,Not Available,17,24,23,As Expected,As Expected,As Expected,21,24,90,As Expected,As Expected,23,23,0,Not Available,As Expected
12669,DAVITA MONARCH DIALYSIS,2958 DORCHESTER DRIVE,MONTGOMERY,AL,MONTGOMERY,Profit,Yes,DAVITA,22,As Expected,81,115,115,Worse than Expected,As Expected,As Expected,90,159,339,As Expected,As Expected,120,120,0,As Expected,As Expected
12670,DAVITA RED MOUNTAIN HT AT HOME,300-B 22ND STREET SOUTH,BIRMINGHAM,AL,JEFFERSON,Profit,Yes,DAVITA,10,As Expected,103,172,182,As Expected,As Expected,As Expected,114,93,501,Not Available,As Expected,16,16,0,As Expected,As Expected
12665,DAVITA BREWTON DIALYSIS,1023 DOUGLAS AVENUE,BREWTON,AL,ESCAMBIA,Profit,Yes,DAVITA,10,As Expected,21,33,37,As Expected,As Expected,As Expected,26,20,119,As Expected,As Expected,30,30,0,Not Available,As Expected
12672,"FRESENIUS MEDICAL CARE WEST MADISON, LLC",29569 HUNTSVILLE BROWNS FERRY RD,MADISON,AL,LIMESTONE,Profit,Yes,FRESENIUS MEDICAL CARE,21,As Expected,49,72,77,As Expected,As Expected,As Expected,58,62,214,Better than Expected,As Expected,76,76,0,Better than Expected,As Expected
12673,DAVITA HOME OPTIONS OF DOTHAN (PD),1763 E MAIN STREET,DOTHAN,AL,HOUSTON,Profit,Yes,DAVITA,3,As Expected,41,62,62,As Expected,As Expected,As Expected,47,33,153,Not Available,Not Available,4,4,0,Not Available,As Expected
12674,"BIO MEDICAL APPLICATIONS OF ALABAMA, INC",700 SARA G LOTT BLVD,BRUNDIDGE,AL,PIKE,Profit,Yes,FRESENIUS MEDICAL CARE,15,As Expected,30,43,44,As Expected,As Expected,As Expected,35,22,130,As Expected,As Expected,42,42,0,Not Available,As Expected
12676,DAVITA GREYSTONE DIALYSIS,"5406 HIGHWAY 280, SUITE D107",BIRMINGHAM,AL,SHELBY,Profit,Yes,DAVITA,11,As Expected,30,46,47,As Expected,As Expected,As Expected,36,44,145,As Expected,As Expected,48,48,0,As Expected,As Expected
12606,FMC CHASE,1849 KEATS DRIVE NORTHWEST,HUNTSVILLE,AL,MADISON,Profit,Yes,FRESENIUS MEDICAL CARE,25,Worse than Expected,79,112,116,As Expected,As Expected,As Expected,101,128,419,Better than Expected,As Expected,118,118,0,As Expected,As Expected
12607,ROANOKE DIALYSIS CLINIC,4459 US HIGHWAY 431,ROANOKE,AL,RANDOLPH,Profit,Yes,FRESENIUS MEDICAL CARE,13,As Expected,39,48,51,As Expected,As Expected,As Expected,39,28,161,As Expected,As Expected,51,51,0,Not Available,As Expected
12608,RCG ONEONTA,"150 GILBREATH DRIVE, SUITE 1",ONEONTA,AL,BLOUNT,Profit,Yes,FRESENIUS MEDICAL CARE,12,As Expected,29,46,53,As Expected,As Expected,As Expected,33,40,136,As Expected,As Expected,52,52,0,Not Available,As Expected
12609,DAVITA EUFAULA DIALYSIS,220 SOUTH ORANGE AVE,EUFAULA,AL,BARBOUR,Profit,Yes,DAVITA,12,As Expected,34,46,47,As Expected,As Expected,As Expected,41,27,197,As Expected,As Expected,48,48,0,As Expected,As Expected
12610,FMC MAGNOLIA,7940 MOFFETT ROAD,SEMMES,AL,MOBILE,Profit,Yes,FRESENIUS MEDICAL CARE,20,As Expected,56,84,92,As Expected,As Expected,As Expected,66,86,292,As Expected,As Expected,92,92,1,As Expected,As Expected
12611,FMC DALLAS COUNTY,200 SOUTH PARK PL,SELMA,AL,DALLAS,Profit,Yes,FRESENIUS MEDICAL CARE,21,As Expected,57,71,74,As Expected,As Expected,As Expected,66,95,250,As Expected,As Expected,75,75,0,As Expected,As Expected
12612,FMC GARDENDALE,592 FIELDSTOWN ROAD,GARDENDALE,AL,JEFFERSON,Profit,Yes,FRESENIUS MEDICAL CARE,23,As Expected,53,81,89,As Expected,As Expected,As Expected,62,67,237,As Expected,As Expected,89,89,0,As Expected,As Expected
12613,FMC DISCOVERY,"1131 EAGLETREE LN, STE100",HUNTSVILLE,AL,MADISON,Profit,Yes,FRESENIUS MEDICAL CARE,20,Worse than Expected,50,66,66,As Expected,As Expected,As Expected,60,57,281,As Expected,As Expected,68,68,0,As Expected,As Expected
12614,FMC VALLEY CREEK,201 LINCOLN LANE,SELMA,AL,DALLAS,Profit,Yes,FRESENIUS MEDICAL CARE,22,As Expected,71,92,95,As Expected,As Expected,As Expected,78,99,274,As Expected,As Expected,92,92,0,As Expected,As Expected
12615,FMC AUBURN,211 E UNIVERSITY DR,AUBURN,AL,LEE,Profit,Yes,FRESENIUS MEDICAL CARE,20,Worse than Expected,75,104,109,As Expected,Better than Expected,Better than Expected,81,63,304,As Expected,Better than Expected,109,109,0,As Expected,As Expected
12616,LANDMARK DIALYSIS,717 STONE AVE,TALLADEGA,AL,TALLADEGA,Non-Profit,Yes,FRESENIUS MEDICAL CARE,30,Worse than Expected,48,72,80,As Expected,As Expected,Worse than Expected,55,62,230,As Expected,As Expected,79,79,0,As Expected,As Expected
12617,FMC ALEXANDER CITY,3368 HWY 280 BYPASS,ALEXANDER CITY,AL,TALLAPOOSA,Profit,Yes,FRESENIUS MEDICAL CARE,23,Worse than Expected,78,103,105,As Expected,As Expected,As Expected,93,63,331,As Expected,As Expected,96,96,0,As Expected,As Expected
12618,RRC NORTHRIDGE,4400 WATERMELON ROAD,NORTHPORT,AL,TUSCALOOSA,Profit,No,INDEPENDENT,24,As Expected,103,134,141,As Expected,As Expected,Worse than Expected,113,124,435,Better than Expected,Worse than Expected,81,81,0,As Expected,As Expected
12619,GBR LLC,1850 MCFARLAND BLVD NORTH,TUSCALOOSA,AL,TUSCALOOSA,Profit,No,INDEPENDENT,0,As Expected,45,60,64,As Expected,As Expected,As Expected,45,37,212,Not Available,Not Available,0,0,0,As Expected,As Expected
12620,HOME DIALYSIS OF NORTH ALABAMA,"1216 SOMERVILLE ROAD, SE",DECATUR,AL,MORGAN,Profit,No,INDEPENDENT,1,Worse than Expected,34,45,47,As Expected,Worse than Expected,As Expected,38,29,156,Not Available,Not Available,0,0,0,Not Available,As Expected
12621,RAI-SNOW ST-OXFORD,711 SNOW STREET,OXFORD,AL,CALHOUN,Profit,Yes,FRESENIUS MEDICAL CARE,25,Worse than Expected,51,70,70,As Expected,As Expected,Worse than Expected,66,86,361,As Expected,As Expected,73,73,0,As Expected,As Expected
22510,TUDOR DIALYSIS,2735 E TUDOR RD,ANCHORAGE,AK,ANCHORAGE,Profit,Yes,FRESENIUS MEDICAL CARE,7,As Expected,24,34,41,As Expected,As Expected,Better than Expected,26,19,74,As Expected,As Expected,41,41,0,Not Available,As Expected
32302,032302 MARICOPA MEDICAL CTR - DIALYSIS,2525 E ROOSEVELT ST,PHOENIX,AZ,PINAL,Non-Profit,No,INDEPENDENT,11,Not Available,15,28,29,As Expected,Not Available,As Expected,15,8,54,As Expected,As Expected,32,32,0,As Expected,As Expected
32314,032314 PHOENIX CHILDRENS HOSPITAL- DIALYSIS CENTER,1920 E CAMBRIDGE RD STE 102,PHOENIX,AZ,MARICOPA,Non-Profit,No,INDEPENDENT,6,Not Available,2,3,4,As Expected,As Expected,Not Available,16,15,68,As Expected,Not Available,1,1,21,As Expected,As Expected
32315,032315 GILA RIVER DIALYSIS EAST,565 W SEED FARM RD,SACATON,AZ,PINAL,Non-Profit,No,INDEPENDENT,40,As Expected,121,163,164,As Expected,As Expected,As Expected,128,125,507,As Expected,Better than Expected,165,165,0,Worse than Expected,As Expected
32316,032316 BANNER UNIVERSITY MEDICAL CENTER PEDIATRIC OUTPATIENT DIALYSIS UNIT,PO BOX 245148,TUCSON,AZ,PIMA,Non-Profit,No,INDEPENDENT,4,Not Available,0,1,1,Not Available,Not Available,Not Available,1,2,11,Not Available,Not Available,1,1,7,Not Available,Not Available
32500,DAVITA TUCSON WEST DIALYSIS,1780 W ANKLAM RD,TUCSON,AZ,PIMA,Profit,Yes,DAVITA,35,As Expected,73,124,127,As Expected,As Expected,Worse than Expected,84,109,372,As Expected,As Expected,91,91,0,As Expected,As Expected
32501,DAVITA TUCSON EAST DIALYSIS,6420 E BROADWAY BLVD STE C300,TUCSON,AZ,PIMA,Profit,Yes,DAVITA,27,As Expected,124,209,212,As Expected,As Expected,Worse than Expected,141,175,646,Better than Expected,As Expected,179,179,0,As Expected,As Expected
32502,DAVITA YUMA DIALYSIS,2130 W 24TH ST,YUMA,AZ,YUMA,Profit,Yes,DAVITA,30,As Expected,224,289,305,Better than Expected,As Expected,As Expected,237,136,887,As Expected,As Expected,230,230,0,As Expected,As Expected
32503,032503 PHOENIX ARTIFICIAL KIDNEY CENTER (FMC),13090 N 94TH DR STE 100,PEORIA,AZ,MARICOPA,Profit,Yes,FRESENIUS MEDICAL CARE,21,As Expected,57,103,107,As Expected,As Expected,Worse than Expected,69,69,265,As Expected,As Expected,108,108,0,As Expected,As Expected
32506,DAVITA TUBA CITY DIALYSIS,500 EDGEWATER DRIVE,TUBA CITY,AZ,COCONINO,Profit,Yes,DAVITA,26,As Expected,120,138,140,As Expected,As Expected,Better than Expected,126,112,496,As Expected,As Expected,112,112,0,As Expected,As Expected
32508,032508 SOUTH PHOENIX DIALYSIS SERVICES (FMC),1021 S 7TH AVE STE 108,PHOENIX,AZ,MARICOPA,Profit,Yes,FRESENIUS MEDICAL CARE,18,As Expected,58,105,107,As Expected,As Expected,Worse than Expected,67,75,296,Better than Expected,As Expected,112,112,0,As Expected,As Expected
32509,032509 EAST VALLEY DIALYSIS (FMC),135 S POWER RD STE 103,MESA,AZ,MARICOPA,Profit,Yes,FRESENIUS MEDICAL CARE,36,As Expected,133,212,223,As Expected,As Expected,Worse than Expected,168,195,632,As Expected,As Expected,222,222,0,As Expected,As Expected
32513,DAVITA SELLS DIALYSIS,HWY 86 - MP 113,SELLS,AZ,PIMA,Profit,Yes,DAVITA,20,As Expected,89,137,135,As Expected,As Expected,Better than Expected,96,77,359,As Expected,As Expected,138,138,0,As Expected,Worse than Expected
32514,032514 DESERT DIALYSIS CENTER (DCI),2022 E PRINCE RD,TUCSON,AZ,PIMA,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",19,As Expected,46,89,94,As Expected,As Expected,As Expected,60,74,253,As Expected,As Expected,61,61,0,As Expected,As Expected
32516,032516 CHANDLER DIALYSIS (FMC),912 W CHANDLER BLVD BLDG A-D,CHANDLER,AZ,MARICOPA,Profit,Yes,RENAL CARE GROUP INC.,24,As Expected,72,129,143,As Expected,As Expected,As Expected,98,109,373,Better than Expected,As Expected,143,143,0,As Expected,As Expected
32517,032517 CENTRAL PHX DIALYSIS (FMC),3421 N 7TH AVE,PHOENIX,AZ,MARICOPA,Profit,Yes,FRESENIUS MEDICAL CARE,16,As Expected,49,92,94,As Expected,As Expected,Worse than Expected,55,69,246,Better than Expected,As Expected,96,96,0,As Expected,As Expected
12671,"FRESENIUS MEDICAL CARE HUNTSVILLE HOME, LLC",2325 PANSY STREET,HUNTSVILLE,AL,MADISON,Profit,Yes,FRESENIUS MEDICAL CARE,0,Worse than Expected,95,142,151,As Expected,As Expected,As Expected,110,87,434,Not Available,As Expected,29,29,0,Better than Expected,As Expected
12641,DCI EVERGREEN,822 WILD AVENUE,EVERGREEN,AL,CONECUH,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",10,As Expected,15,21,21,As Expected,As Expected,As Expected,19,21,103,As Expected,As Expected,21,21,0,Not Available,As Expected
12642,DAVITA ENTERPRISE DIALYSIS,6002 BOLL WEEVIL CIRCLE,ENTERPRISE,AL,COFFEE,Profit,Yes,DAVITA,16,As Expected,36,49,48,As Expected,As Expected,As Expected,39,30,167,As Expected,As Expected,50,50,0,Not Available,As Expected
12643,ENDEAVOR DIALYSIS,1675 SPARKMAN DRIVE,HUNTSVILLE,AL,MADISON,Profit,Yes,FRESENIUS MEDICAL CARE,15,As Expected,53,77,76,As Expected,As Expected,As Expected,57,55,265,As Expected,As Expected,77,77,0,As Expected,As Expected
12644,DAVITA JEWEL DIALYSIS,514 W. TOWN PLAZA,BESSEMER,AL,JEFFERSON,Profit,Yes,DAVITA,10,As Expected,27,41,41,As Expected,As Expected,As Expected,31,18,127,As Expected,As Expected,41,41,0,Not Available,As Expected
12645,"RENAL TREATMENT CENTERS- SOUTHEAST, LP",300 22ND ST. S,BIRMINGHAM,AL,JEFFERSON,Profit,Yes,DAVITA,18,As Expected,62,87,89,As Expected,As Expected,As Expected,65,46,262,As Expected,As Expected,90,90,0,As Expected,As Expected
12646,DAVITA STEEL CITY DIALYSIS,1809 AVENUE H,BIRMINGHAM,AL,JEFFERSON,Profit,Yes,DAVITA,10,As Expected,24,39,41,As Expected,As Expected,As Expected,28,30,93,As Expected,As Expected,41,41,0,Not Available,As Expected
12647,DAVITA CROWN DIALYSIS,3007 27TH STREET NORTH,BIRMINGHAM,AL,JEFFERSON,Profit,Yes,DAVITA,14,As Expected,31,48,50,As Expected,As Expected,As Expected,34,32,117,As Expected,As Expected,49,49,0,As Expected,As Expected
12648,"FRESENIUS KIDNEY CARE GADSDEN ACQ, LLC",800 GOODYEAR AVENUE,GADSDEN,AL,ETOWAH,Profit,Yes,FRESENIUS MEDICAL CARE,22,Worse than Expected,87,116,124,As Expected,As Expected,As Expected,96,141,408,Worse than Expected,As Expected,99,99,0,As Expected,As Expected
12649,"FRESENIUS KIDNEY CARE UNION SPRINGS, LLC",112 W CONECUH AVE,UNION SPRINGS,AL,BULLOCK,Profit,Yes,FRESENIUS MEDICAL CARE,9,As Expected,45,60,63,As Expected,As Expected,As Expected,51,47,181,As Expected,As Expected,46,46,0,As Expected,As Expected
12650,DAVITA LIMESTONE COUNTY DIALYSIS,16236 LUCAS FERRY ROAD,ATHENS,AL,LIMESTONE,Profit,Yes,DAVITA,10,As Expected,35,48,49,As Expected,As Expected,As Expected,39,40,137,As Expected,As Expected,46,46,0,Not Available,As Expected
12651,FMC FORESTDALE,1004 FORESTDALE BLVD,BIRMINGHAM,AL,JEFFERSON,Profit,Yes,FRESENIUS MEDICAL CARE,14,Worse than Expected,45,67,70,As Expected,As Expected,As Expected,49,75,190,As Expected,Worse than Expected,70,70,0,Not Available,As Expected
12652,DAVITA LEEDS DIALYSIS,1650 MAXEY DRIVE,LEEDS,AL,JEFFERSON,Profit,Yes,DAVITA,10,As Expected,23,32,34,As Expected,As Expected,Worse than Expected,25,22,115,As Expected,As Expected,34,34,0,Not Available,As Expected
12653,"FRESENIUS KIDNEY CARE PHENIX CITY, LLC",5009 RIVERCHASE DRIVE,PHENIX CITY,AL,LEE,Profit,No,INDEPENDENT,10,As Expected,44,61,62,As Expected,As Expected,As Expected,52,51,207,As Expected,As Expected,45,45,0,As Expected,As Expected
12654,BIO-MEDICAL APPLICATIONS OF ALABAMA,100 MITYLENE PARK LN,MONTGOMERY,AL,MONTGOMERY,Profit,Yes,FRESENIUS MEDICAL CARE,25,As Expected,75,110,115,As Expected,As Expected,As Expected,84,81,335,As Expected,As Expected,116,116,0,As Expected,As Expected
12655,DAVITA ANDALUSIA DIALYSIS,757 SOUTH THREE NOTCH STREET,ANDALUSIA,AL,COVINGTON,Profit,Yes,"RTC-SOUTHEAST, LP",10,Not Available,15,22,22,As Expected,As Expected,As Expected,18,24,69,As Expected,As Expected,21,21,0,Not Available,As Expected
12656,DCI MITYLENE PARK,29 MITYLENE PARK LANE,MONTGOMERY,AL,MONTGOMERY,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",17,As Expected,43,66,67,As Expected,As Expected,Better than Expected,48,47,192,Better than Expected,As Expected,66,66,0,As Expected,As Expected
12657,"FRESENIUS MEDICAL CARE BIRMINGHAM HOME, LLC",35 WEST LAKESHORE DRIVE,BIRMINGHAM,AL,JEFFERSON,Profit,Yes,FRESENIUS MEDICAL CARE,17,Worse than Expected,158,251,282,As Expected,Worse than Expected,As Expected,173,155,613,Not Available,As Expected,20,20,0,As Expected,As Expected
12658,DAVITA SPRINGVILLE DIALYSIS,40 PURPLE HEART BLVD,SPRINGVILLE,AL,SAINT CLAIR,Profit,Yes,DAVITA,10,Not Available,9,15,16,Not Available,Not Available,Worse than Expected,9,2,58,As Expected,As Expected,16,16,0,Not Available,Worse than Expected
22508,FMC SOLDOTNA,289 N FIREWOOD LANE STE A,SOLDOTNA,AK,KENAI PENINSULA,Profit,Yes,FRESENIUS MEDICAL CARE,12,As Expected,19,28,31,As Expected,As Expected,As Expected,26,13,112,As Expected,As Expected,32,32,0,Not Available,As Expected
22509,DENALI DIALYSIS CENTER,360 BONIFACE PKWY SUITE A11,ANCHORAGE,AK,ANCHORAGE,Profit,Yes,"US RENAL CARE, INC.",24,As Expected,129,165,173,As Expected,As Expected,Better than Expected,140,116,476,Worse than Expected,As Expected,128,128,0,As Expected,As Expected
12710,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",40 WASDEN RD,HOPE HULL,AL,NA,Profit,Yes,FRESENIUS MEDICAL CARE,1,Not Available,5,7,6,Not Available,Not Available,Not Available,5,2,5,Not Available,Not Available,7,7,0,Not Available,Not Available
22500,FMC ANCHORAGE,3950 LAUREL STREET,ANCHORAGE,AK,ANCHORAGE,Profit,Yes,FRESENIUS MEDICAL CARE,35,As Expected,99,130,131,As Expected,As Expected,As Expected,114,106,474,As Expected,As Expected,116,116,0,Not Available,As Expected
22502,FMC FAIRBANKS,1863 AIRPORT WAY,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Profit,Yes,FRESENIUS MEDICAL CARE,17,Worse than Expected,44,65,65,Better than Expected,As Expected,As Expected,54,24,192,Better than Expected,As Expected,63,63,0,Not Available,As Expected
22503,FMC WASILLA,3787 E MERIDIAN LOOP,WASILLA,AK,NA,Profit,Yes,FRESENIUS MEDICAL CARE,12,As Expected,38,72,73,As Expected,Better than Expected,As Expected,52,41,192,Better than Expected,As Expected,64,64,1,As Expected,As Expected
